tanggal,tanggal_scraping,sumber,judul,ringkasan,teks,link,relevansi_diy,lokasi_diy,topik,sentimen,skor_sentimen,label_model_sentimen,confidence_sentimen,kata_kunci,urgensi,isu_perencanaan_pariwisata,subisu_pariwisata,keyword_isu_pariwisata
,2026-05-07,detikJogja,Apa Itu Panda Bond yang Jadi Langkah Pemerintah RI untuk Menguatkan Rupiah?,"Pemerintah tengah menyiapkan langkah baru untuk menjaga stabilitas nilai tukar rupiah. Salah satu opsi yang diambil adalah memanfaatkan instrumen pembiayaan dari luar negeri. Dilansir detikFinance , Menteri Keuangan Purbaya Yudhi Sadewa menyampaikan rencana penerbitan Panda Bond di pasar China. Kebi","Apa Itu Panda Bond yang Jadi Langkah Pemerintah RI untuk Menguatkan Rupiah? Pemerintah tengah menyiapkan langkah baru untuk menjaga stabilitas nilai tukar rupiah. Salah satu opsi yang diambil adalah memanfaatkan instrumen pembiayaan dari luar negeri. Dilansir detikFinance , Menteri Keuangan Purbaya Yudhi Sadewa menyampaikan rencana penerbitan Panda Bond di pasar China. Kebijakan ini disebut sebagai upaya untuk memperkuat rupiah sekaligus mengurangi ketergantungan terhadap dolar Amerika Serikat dalam pembiayaan negara. ""Sehingga kita tidak tergantung terlalu banyak ke dolar lagi. Jadi diversifikasi kita akan lebih baik lagi ke depan. Jadi prospek kita bagus,"" ujar Purbaya dalam Konferensi Pers Istana Kepresidenan, Selasa (5/5/2026) malam. Langkah tersebut tentu memunculkan berbagai pertanyaan, salah satunya mengenai apa sebenarnya Panda Bond. Untuk memahami hal ini lebih lanjut, simak penjelasan berikut! Panda Bond merupakan surat utang (obligasi) yang diterbitkan dalam mata uang yuan (RMB) oleh pihak asing di pasar keuangan domestik China. Berdasarkan penjelasan Bank of China, penamaan ""Panda Bond"" mengikuti praktik internasional, di mana obligasi luar negeri diberi nama khas sesuai negara penerbit, seperti Samurai Bonds di Jepang atau Yankee Bonds di Amerika Serikat. Sementara itu, dirujuk dari laman Deutsche Bank, Panda Bond adalah instrumen utang yang diterbitkan oleh entitas di luar China baik pemerintah, lembaga keuangan, maupun perusahaan, tetapi menggunakan mata uang yuan dan dipasarkan di dalam negeri China. Instrumen ini pertama kali diperkenalkan pada 2005 dan terus berkembang hingga saat ini. Penerbitan Panda Bond menjadi salah satu langkah strategis pemerintah dalam menjaga stabilitas nilai tukar rupiah di tengah tekanan global. Dikutip dari detikFinance, kebijakan ini dilakukan dengan menerbitkan surat utang dalam mata uang yuan di pasar China guna memperkuat nilai tukar dan mengurangi ketergantungan terhadap dolar AS. Peran utama Panda Bond dalam konteks ini terletak pada diversifikasi sumber pembiayaan. Berdasarkan penjelasan Bank of China, instrumen ini memungkinkan penerbit mengakses pasar obligasi China yang besar serta memperkuat basis investor sehingga pembiayaan tidak hanya bergantung pada satu mata uang atau satu pasar saja. Saat ini, tingkat suku bunga penerbitan Panda Bond relatif rendah, sehingga memungkinkan penerbit untuk mengelola biaya pembiayaan dengan lebih baik. Laman resmi Boston University menjelaskan bahwa penerbitan Panda Bond memungkinkan negara memperoleh pembiayaan dari lingkungan suku bunga rendah di China. Hal ini terjadi karena suku bunga obligasi pemerintah China lebih rendah dibanding negara barat dalam beberapa tahun terakhir. Selain itu, dihimpun dari situs Finance for Development Lab, penggunaan berbagai mata uang dalam pembiayaan termasuk yuan dapat membantu mengurangi risiko naik turunnya nilai tukar. Dengan tidak bergantung sepenuhnya pada dolar, tekanan terhadap rupiah akibat perubahan kurs global bisa ditekan.",https://www.detik.com/jogja/bisnis/d-8478102/apa-itu-panda-bond-yang-jadi-langkah-pemerintah-ri-untuk-menguatkan-rupiah,relevan,Kulon Progo,Ekonomi dan Harga,netral,0.0,neutral,0.9727727174758911,"panda, bond, china, pembiayaan, pemerintah, rupiah, pasar",rendah,Penguatan 6A DTW,Aksesibilitas,akses
,2026-05-07,detikJogja,Mahasiswa Peserta Aksi May Day Laporkan Dugaan Pengeroyokan ke Polda DIY,Dugaan tindak kekerasan menimpa dua peserta aksi peringatan Hari Buruh Internasional di depan Gedung DPRD DIY pada 1 Mei lalu. Keduanya kini melaporkan peristiwa tersebut ke Polda DIY. Laporan dilakukan pada Rabu (6/5) sore dan teregistrasi dengan nomor LP/B/290/V/2026/SPKT/POLDA/DIY. Korban bersama,"Mahasiswa Peserta Aksi May Day Laporkan Dugaan Pengeroyokan ke Polda DIY Dugaan tindak kekerasan menimpa dua peserta aksi peringatan Hari Buruh Internasional di depan Gedung DPRD DIY pada 1 Mei lalu. Keduanya kini melaporkan peristiwa tersebut ke Polda DIY. Laporan dilakukan pada Rabu (6/5) sore dan teregistrasi dengan nomor LP/B/290/V/2026/SPKT/POLDA/DIY. Korban bersama sejumlah aktivis dari Serikat Mahasiswa Indonesia (SMI), didampingi Lembaga Bantuan Hukum (LBH) Yogyakarta dan Forum Cik Di Tiro. Kuasa Hukum dari LBH Yogyakarta, Wandi Syahputra menyebut kedua korban merupakan mahasiswa yang ikut dalam aksi. Mereka diduga mendapatkan serangan fisik dari oknum ormas. Ia menjelaskan, aksi May Day saat itu berlangsung damai dan massa aksi telah membubarkan diri usai menyampaikan aspirasi di depan DPRD DIY. Namun dugaan kekerasan terjadi ketika sejumlah peserta aksi melintas di Jalan Perwakilan sisi selatan DPRD DIY. ""Setelah itu mereka bubar ya satu sama lain kemudian itu lewat jalan perwakilan, di situlah mulai terjadi pengeroyokan atau pemukulan,"" kata Wandi kepada wartawan, Kamis (7/5/2206). Menurut Wandi, korban pertama sempat diteriaki dan dihentikan secara paksa. Atribut aksi yang dibawa korban disebut dirampas lalu digunakan untuk memukul korban. ""Korban pertama itu diteriaki, diberhentikan secara paksa, lalu atribut aksinya salah satu tongkat itu diambil secara paksa terus dipukulkan ke badannya mereka,"" ujarnya. Sementara korban kedua disebut mengalami kekerasan saat mencoba mendokumentasikan kejadian tersebut menggunakan telepon genggam. Ponsel korban disebut dirampas sebelum korban dipukul. ""Ketika diambil HP-nya, mereka juga dipukul,"" katanya. Wandi menyebut kedua korban mengalami luka lebam dan nyeri akibat dugaan pengeroyokan tersebut. Korban pertama mengalami lebam di bagian tangan dan sempat tidak masuk kuliah karena masih merasakan sakit.",https://www.detik.com/jogja/berita/d-8478058/mahasiswa-peserta-aksi-may-day-laporkan-dugaan-pengeroyokan-ke-polda-diy,relevan,Kota Yogyakarta,Pendidikan,netral,0.0,neutral,0.657533586025238,"korban, aksi, dugaan, wandi, mereka, mahasiswa, peserta",rendah,Penguatan 6A DTW,Aksesibilitas,jalan
,2026-05-07,detikJogja,Cuaca Jogja Hari Ini: Semua Wilayah Berpotensi Hujan,"Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) DIY merilis prakiraan cuaca wilayah DIY hari ini, Kamis (7/5). Seluruh wilayah DIY tanpa terkecuali berpotensi diguyur hujan ringan merata pada siang hari. Dilansir dari media sosial Instagram resmi BMKG DIY, @infobmkgyia, hujan dengan intensitas ","Cuaca Jogja Hari Ini: Semua Wilayah Berpotensi Hujan Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) DIY merilis prakiraan cuaca wilayah DIY hari ini, Kamis (7/5). Seluruh wilayah DIY tanpa terkecuali berpotensi diguyur hujan ringan merata pada siang hari. Dilansir dari media sosial Instagram resmi BMKG DIY, @infobmkgyia, hujan dengan intensitas ringan merata berpotensi mengguyur seluruh wilayah kota Jogja mulai siang hari, termasuk kawasan Malioboro. Hujan dengan intensitas ringan diprediksi mengguyur seluruh wilayah Sleman mulai siang hari. Termasuk di kawasan candi Prambanan, kawasan Kaliurang, hingga kawasan Lereng Gunung Merapi yakni Kapanewon Pakem, Kapanewon Turi, dan Kapanewon Cangkringan. Hujan dengan intensitas ringan merata diprediksi mengguyur seluruh wilayah Bantul mulai siang hari. Termasuk di kawasan wisata pantai di seluruh wilayah Bantul seperti Pantai Parangtritis. Hujan dengan intensitas ringan diperkirakan mengguyur seluruh wilayah Kulon Progo mulai siang hari. Termasuk di kawasan Perbukitan Menoreh, kawasan wisata pantai Kulon Progo seperti pantai Glagah hingga Yogyakarta International Airport (YIA). Hujan dengan intensitas ringan berpotensi mengguyur sebagian besar wilayah Gunungkidul mulai siang hari. Termasuk di kawasan wisata pantai di seluruh wilayah Gunungkidul seperti pantai Indrayanti.",https://www.detik.com/jogja/berita/d-8477967/cuaca-jogja-hari-ini-semua-wilayah-berpotensi-hujan,relevan,"Kota Yogyakarta, Sleman, Bantul, Gunungkidul, Kulon Progo",Pariwisata,netral,0.0,neutral,0.851085901260376,"wilayah, kawasan, hujan, seluruh, ringan, siang, pantai",rendah,Seasonality dan Promosi Pariwisata,Promosi dan Pemasaran,media sosial
,2026-05-07,detikJogja,Yuk Ikut Jogja Run D-City dan Rasakan Keseruannya Bareng Ribuan Pelari Lain!,"Jogja Run D-City 2026 adalah event lari bagian dari Jogja Financial Festival (JFF) yang akan dilangsungkan akhir Mei mendatang. Pendaftaran masih dibuka kendati sudah ada ribuan runner bergabung. Kamu jangan sampai ketinggalan! Dimulai di Lapangan Pancasila Universitas Gadjah Mada (UGM), peserta aka","Yuk Ikut Jogja Run D-City dan Rasakan Keseruannya Bareng Ribuan Pelari Lain! Jogja Run D-City 2026 adalah event lari bagian dari Jogja Financial Festival (JFF) yang akan dilangsungkan akhir Mei mendatang. Pendaftaran masih dibuka kendati sudah ada ribuan runner bergabung. Kamu jangan sampai ketinggalan! Dimulai di Lapangan Pancasila Universitas Gadjah Mada (UGM), peserta akan diajak mengelilingi Kota Pelajar lewat tempat-tempat ikoniknya sebelum finish di Gelanggang Inovasi dan Kreativitas (GIK) UGM. Setelah selesai lari pun, ada hiburan seru menanti, yakni konser Ndarboy Genk yang bisa diikuti secara gratis. Jogja Run D-City 2026 sendiri datang dengan dua kategori, yakni 5K Fun Run dan 10K Race Run. 5K Fun Run cocok buatmu yang ingin lari santai bersama keluarga, sahabat, suami/istri, maupun komunitas. Di sisi lain, 10K Race Run diperuntukkan buatmu yang ingin memacu diri, berkompetisi dengan para pelari handal. Keseruan Jogja Run D-City 2026 semakin membuncah dengan total hadiah mencapai ratusan juta rupiah. Pemenang lari 10K Race Run berhak membawa pulang 25 juta rupiah, sedangkan runner-up memeroleh 15 juta. Hadiah kategori 5K pun tak kalah mentereng, secara berurutan, juara 1-3 mendapat 5, 3, dan 2 juta rupiah untuk nominasi Best Social Media Post dan Best Costume. Tertarik ikutan? Cek dulu harga tiketnya di bawah ini! Dilansir detikEvent, segini harga tiket Jogja Run D-City: Apakah ada diskon? Pastinya! Kamu bisa mendapat potongan hingga 50% jika termasuk pengguna Allo Paylater. Di sisi lain, pengguna Allo Prime dan CC Bank Mega/Mega Syariah bisa memeroleh tiket dengan diskon sebesar 20 dan 30%. Selain diskon besar-besaran itu, detikers juga bisa menantikan flash sale tiketnya yang bakal diumumkan di Instagram @jogjarundcity. Follow dan pantau terus info terbarunya agar tak ketinggalan, ya! Pendaftaran Jogja Run D-City bisa dilakukan di detikEvent dengan mengklik link ini . Masih menimbang-nimbang? Cek dulu jadwalnya berikut:",https://www.detik.com/jogja/jogja-kerta/d-8476792/yuk-ikut-jogja-run-d-city-dan-rasakan-keseruannya-bareng-ribuan-pelari-lain,relevan,Kota Yogyakarta,Ekonomi dan Harga,positif,0.9385755062103271,positive,0.9385755062103271,"jogja, city, lari, juta, lain, race, rupiah",rendah,Seasonality dan Promosi Pariwisata,Event Tematik,"festival, event"
,2026-05-07,detikJogja,Perjuangan Ortu Korban Daycare Little Aresha Jogja Mencari Keadilan,"Sejumlah orang tua korban kekerasan dan penelantaran anak di Daycare Little Aresha Jogja bertemu dengan Tim Kerja Bantuan Hukum dan HAM Pemkot Jogja, kemarin. Berikut sederet upaya mereka dalam mencari keadilan terkait kasus tersebut. Pemerintah Kota (Pemkot) Jogja mengumpulkan para orang tua korban","Perjuangan Ortu Korban Daycare Little Aresha Jogja Mencari Keadilan Sejumlah orang tua korban kekerasan dan penelantaran anak di Daycare Little Aresha Jogja bertemu dengan Tim Kerja Bantuan Hukum dan HAM Pemkot Jogja, kemarin. Berikut sederet upaya mereka dalam mencari keadilan terkait kasus tersebut. Pemerintah Kota (Pemkot) Jogja mengumpulkan para orang tua korban kekerasan dan penelantaran Daycare Little Aresha. Pemkot menyampaikan tiga atensi dalam penanganan kasus tersebut. ""Kami targetkan seoptimal mungkin langkah hukum yang bisa ditempuh. Kami juga memberikan layanan advokasi hukum, pendampingan sampai inkrah. Selain itu, ini secara pro bono yaitu tidak memungut biaya kepada orang tua korban,"" kata Ketua Tim Kerja Bantuan Hukum dan HAM Pemkot Jogja, Saverius Vanny Noviandri, di Balai Kota Jogja, Rabu (6/5/2026). Vanny mengatakan, atensi pertama timnya ialah bagaimana pertanggungjawaban secara personal bisa maksimal, baik selaku pengasuh atau kepala sekolah dan lain sebagainya. Mengingat dari hasil pendalaman timnya diduga ada pelanggaran Undang-Undang Perlindungan Anak, KUHP, maupun Undang-Undang Kesehatan. Atensi kedua adalah soal pertanggungjawaban secara badan. Pasalnya, seperti yang diketahui daycare tersebut di bawah yayasan. ""Dan ada Undang-Undang Yayasan, dan tentu ada ketentuan-ketentuan yang akan didalami apakah ada pelanggaran atau tidak. Apalagi sekarang ada namanya pidana korporasi di dalam KUHP, yang mana yayasan itu bagian dari salah satu korporasi,"" ujarnya. ""Nah, salah satu bentuk pidana bagi korporasi adalah ganti rugi dan juga pembubaran korporasi, jika ini memenuhi persyaratan tentu akan kami tuntut,"" lanjut Vanny. Atensi ketiga dari Tim Kerja Bantuan Hukum dan HAM Pemkot Jogja adalah pemenuhan hak restitusi untuk para korban. ""Nah, soal restitusi ini juga kami kawal, kami juga akan bermitra dengan instansi terkait supaya hak restitusi ini bisa terpenuhi,"" ucap Vanny. Orang tua salah satu korban Daycare Little Aresha, Norman Windarto, mengatakan Tim Hukum Pemkot juga menyampaikan soal pasal-pasal yang akan dikenakan. Dalam artian adalah pasal yang berlapis artinya bukan gabungan.",https://www.detik.com/jogja/berita/d-8477798/perjuangan-ortu-korban-daycare-little-aresha-jogja-mencari-keadilan,relevan,Kota Yogyakarta,Pemerintahan dan Pelayanan Publik,negatif,-0.8163875937461853,negative,0.8163875937461853,"jogja, korban, hukum, pemkot, undang, daycare, kami",sedang,Penguatan 6A DTW,Layanan Pendukung,layanan
,2026-05-07,detikJogja,"Jogja Dapat BKK Danais Rp 41 M, Eko Suwanto: Perkuat Penanganan Stunting-Sampah","Ketua DPC PDIP Kota Jogja, Eko Suwanto, menyebut Pemerintah Daerah Istimewa Yogyakarta (DIY) mengalokasikan Bantuan Keuangan Khusus (BKK) yang bersumber dari Dana Keistimewaan tahun 2026 dengan total Rp 312.249.291.750. Dari anggaran tersebut, Kota Jogja mendapat alokasi sebanyak Rp 41 miliar. ""Dana","Jogja Dapat BKK Danais Rp 41 M, Eko Suwanto: Perkuat Penanganan Stunting-Sampah Ketua DPC PDIP Kota Jogja, Eko Suwanto, menyebut Pemerintah Daerah Istimewa Yogyakarta (DIY) mengalokasikan Bantuan Keuangan Khusus (BKK) yang bersumber dari Dana Keistimewaan tahun 2026 dengan total Rp 312.249.291.750. Dari anggaran tersebut, Kota Jogja mendapat alokasi sebanyak Rp 41 miliar. ""Dana keistimewaan melalui skema BKK ini diharapkan mampu memperkuat layanan publik di tingkat daerah, terutama untuk isu strategis seperti penanganan stunting dan pengelolaan sampah di Kota Yogyakarta, selain urusan kebudayaan, pertanahan, kelembagaan dan tata ruang,"" ungkap Eko Suwanto yang juga menjabat sebagai Ketua Komisi A DPRD DIY itu dalam keterangan tertulis yang diterima detikJogja , Rabu (6/5/2026). Dari total anggaran, BKK untuk kabupaten/kota se-DIY mencapai Rp 168.837.291.750. Rinciannya yakni Kota Jogja memperoleh Rp 41.309.673.000, Kabupaten Bantul Rp 42.415.051.500, Kabupaten Kulon Progo Rp 37.143.942.500, Kabupaten Gunungkidul Rp 26.758.716.750, dan Kabupaten Sleman Rp 21.209.908.000. Sementara itu, BKK untuk kalurahan mencapai Rp 143.412.000.000. Anggaran tersebut dialokasikan untuk Kabupaten Bantul sebesar Rp 29.730.000.000, Kulon Progo Rp 24.325.000.000, Gunungkidul Rp 53.885.000.000, dan Sleman Rp 35.472.000.000. Khusus untuk Kota Jogja, Pemda DIY mengalokasikan anggaran tematik. Eko Suwanto menambahkan anggaran penanganan stunting dialokasikan sebesar Rp 120.000.000 per kelurahan dengan total Rp 5.400.000.000. Selain itu, penyelesaian persoalan sampah dialokasikan Rp 65.000.000 per kelurahan dengan total Rp 2.925.000.000. Eko Suwanto menegaskan, pengawasan terhadap penggunaan anggaran akan menjadi perhatian DPRD DIY agar tepat sasaran dan memberikan dampak nyata bagi masyarakat.",https://www.detik.com/jogja/jogja-kerta/d-8477585/jogja-dapat-bkk-danais-rp-41-m-eko-suwanto-perkuat-penanganan-stunting-sampah,relevan,"Kota Yogyakarta, Sleman, Bantul, Gunungkidul, Kulon Progo",Pemerintahan dan Pelayanan Publik,netral,0.0,neutral,0.9905856251716614,"kota, anggaran, kabupaten, jogja, suwanto, total, penanganan",rendah,Penguatan 6A DTW,Layanan Pendukung,layanan
,2026-05-07,detikJogja,BNPB Tekankan Kolaborasi Berbasis Sains Cegah Bencana Jadi Tragedi Kemanusiaan,"Badan Nasional Penanggulangan Bencana (BNPB) menekankan pentingnya kolaborasi serta kebijakan berbasis sains sebagai langkah pencegahan agar bencana tidak menjadi tragedi kemanusiaan. Hal tersebut disampaikan oleh Sekretaris Utama BNPB, Rustian, di hadapan akademisi, peneliti, dan praktisi kebencana","BNPB Tekankan Kolaborasi Berbasis Sains Cegah Bencana Jadi Tragedi Kemanusiaan Badan Nasional Penanggulangan Bencana (BNPB) menekankan pentingnya kolaborasi serta kebijakan berbasis sains sebagai langkah pencegahan agar bencana tidak menjadi tragedi kemanusiaan. Hal tersebut disampaikan oleh Sekretaris Utama BNPB, Rustian, di hadapan akademisi, peneliti, dan praktisi kebencanaan dalam Pertemuan Ilmiah Tahunan (PIT) ke-9 Ikatan Ahli Kebencanaan Indonesia (IABI) di Universitas Muhammadiyah Yogyakarta (UMY), Rabu (6/5/2026). ""Kita tidak bisa mencegah kejadian bencana. Tetapi kita dapat mencegah dampak dan eskalasi bencana menjadi tragedi kemanusiaan yang besar. Ini hanya dapat kita wujudkan melalui tata kelola risiko yang kuat, kolaborasi yang solid, dan komitmen bersama yang berbasis ilmu pengetahuan,"" jelas Rustian dalam keterangan tertulis yang diterima detikJogja hari ini. Lebih lanjut, Rustina menyinggung soal adanya kesenjangan antara kualitas kebijakan penanggulangan bencana di tingkat nasional dengan kenyataan implementasinya di daerah. ""Kita masih menghadapi kesenjangan implementasi antara kebijakan yang baik di tingkat nasional dengan praktik di tingkat daerah,"" ungkapnya. Dia menyebut, ada tiga permasalahan yang menjadi akar kesenjangan kualitas kebijakan, yakni sistem peringatan dini yang belum sepenuhnya end-to-end, integrasi data risiko lintas sektor yang belum optimal, serta kapasitas daerah yang masih lemah dalam melakukan respons darurat secara taktis dan operasional. Dia mengatakan, kondisi tersebut berujung pada rapuhnya layanan dasar pemerintah daerah justru pada saat bencana terjadi. Banjir dan longsor pada November 2025 yang melanda Aceh, Sumatera Utara, dan Sumatera Barat, lanjut Rustina, menjadi bukti paling mutakhir dari persoalan tersebut. Rustian menyebut kejadian menjadi pengingat bahwa risiko bencana Indonesia kini bersifat sistemik dan multidimensi, hasil dari interaksi antar-bahaya yang kian diperparah oleh dampak perubahan iklim. ""Kesiapan koordinasi di tingkat pusat tidak serta-merta meningkatkan kesiapan taktis dan operasional di tingkat daerah,"" tegasnya. Rustian pun memerinci lima elemen tata kelola untuk segera diperkuat. Kelimanya yakni inklusif dengan melibatkan seluruh lapisan masyarakat termasuk kelompok rentan, kolaboratif lintas lembaga dan disiplin ilmu, serta berbasis ilmu pengetahuan sebagai fondasi pengambilan keputusan. Selanjutnya yakni adaptif terhadap perubahan iklim dan berorientasi pada pengurangan risiko sistemik yang memutus rantai kegagalan layanan dasar. Dia menyebut, pengembangan sistem peringatan dini multi-bahaya butuh segera dilakukan.",https://www.detik.com/jogja/jogja-kerta/d-8477480/bnpb-tekankan-kolaborasi-berbasis-sains-cegah-bencana-jadi-tragedi-kemanusiaan,relevan,Kota Yogyakarta,Lingkungan dan Sampah,netral,0.0,neutral,0.8321955800056458,"bencana, tingkat, daerah, berbasis, serta, kebijakan, rustian",rendah,Penguatan 6A DTW,Layanan Pendukung,layanan
,2026-05-07,detikJogja,"Kos di Demangan Jogja Terbakar, Dipicu Percikan Api dari Motor","Kebakaran terjadi di indekos Jalan Srikandi, Demangan, Gondokusuman, Kota Jogja. Kebakaran ini disebabkan oleh percikan api dari motor yang merembet ke rembesan BBM di indekos tersebut. Kepala Dinas Pemadam Kebakaran dan Penyelamatan (Damkarmat) Kota Jogja, Taokhid mengatakan kejadian berawal saat s","Kos di Demangan Jogja Terbakar, Dipicu Percikan Api dari Motor Kebakaran terjadi di indekos Jalan Srikandi, Demangan, Gondokusuman, Kota Jogja. Kebakaran ini disebabkan oleh percikan api dari motor yang merembet ke rembesan BBM di indekos tersebut. Kepala Dinas Pemadam Kebakaran dan Penyelamatan (Damkarmat) Kota Jogja, Taokhid mengatakan kejadian berawal saat saru unit motor terparkir di depan indekos sekitar pukul 14.00 WIB. Selanjutnya, muncul percikan api dari motor tersebut. ""Percikan api itu lalu menyambar rembesan BBM hingga menimbulkan letupan,"" katanya saat dihubungi detikJogja , Rabu (6/5/2026). Alhasil, motor yang terparkir itu terbakar dan api merembet ke indekos. Mengetahui hal tersebut, warga sekitar berupaya memadamkan api dengan peralatan seadanya. ""Karena api tidak kunjung padam, warga akhirnya melapor ke damkar,"" ujarnya. Menindaklanjuti laporan tersebut, tiga unit mobil damkar meluncur ke lokasi kebakaran. Saat tiba di lokasi kebakaran, petugas langsung berupaya memadamkan api. ""Sekitar setengah jam api berhasil dipadamkan,"" ucapnya. Terkait korban jiwa maupun luka, Taokhid mengaku tidak ada. Taokhid menyebut akibat kebakaran itu hanya menimbulkan kerugian materi saja. ""Korban jiwa maupun luka nihil,"" katanya.",https://www.detik.com/jogja/berita/d-8477398/kos-di-demangan-jogja-terbakar-dipicu-percikan-api-dari-motor,relevan,Kota Yogyakarta,Transportasi dan Infrastruktur,netral,0.0,neutral,0.7646684050559998,"kebakaran, motor, percikan, indekos, jogja, taokhid, sekitar",rendah,Penguatan 6A DTW,"Aksesibilitas, Layanan Pendukung","parkir, jalan, petugas"
,2026-05-07,detikJogja,Ortu Korban Siapkan Petisi Desak UGM Sanksi Dosen Jadi Penasihat Little Aresha,"Orang tua korban dugaan kekerasan dan penelantaran Daycare Little Aresha menilai UGM belum memberikan sanksi terhadap salah satu dosennya yang menjadi penasihat di daycare tersebut. Orang tua korban akan membuat petisi kepada UGM. ""Kami tadi sesuai diskusi dengan teman-teman akan mengeluarkan petisi","Ortu Korban Siapkan Petisi Desak UGM Sanksi Dosen Jadi Penasihat Little Aresha Orang tua korban dugaan kekerasan dan penelantaran Daycare Little Aresha menilai UGM belum memberikan sanksi terhadap salah satu dosennya yang menjadi penasihat di daycare tersebut. Orang tua korban akan membuat petisi kepada UGM. ""Kami tadi sesuai diskusi dengan teman-teman akan mengeluarkan petisi ya,"" kata orang tua salah satu korban dugaan kekerasan dan penelantaran Daycare Little Aresha, Norman Windarto kepada wartawan di Balai Kota Jogja, Rabu (6/5/2026). Petisi itu, lanjut Norman, untuk mempercepat sanksi terhadap dosen tersebut. Mengingat hingga saat ini belum ada sanksi kepada dosen UGM itu. ""Petisi untuk UGM itu sejauh mana proses pengenaan sanksinya sejauh mana. Jadi kami itu akan mengeluarkan petisi dan rencana kita akan ke UGM juga,"" ujarnya. Terkait sanksi yang sesuai untuk dosen UGM yang menjadi penasihat Daycare Little Aresha, Norman menyebut sanksi berat. Pasalnya dosen tersebut secara tidak langsung mengetahui praktik yang terjadi di daycare tersebut. ""Ya kami ingin apa, UGM memberikan sanksi yang seberat-beratnya, untuk pihak yang terlibat di sana (kasus dugaan kekerasan dan penelantaran di Daycare Little Aresha),"" ucapnya. Bahkan, Norman berharap sanksi itu ke arah pemecatan. ""Ya kami akan coba melakukan itu, ya minimal seperti itu (pemecatan),"" katanya. Diberitakan sebelumnya, nama salah satu dosen Fakultas Ilmu Budaya (FIB) UGM terseret kasus dugaan tindak kekerasan yang terjadi di lingkungan Yayasan Little Aresha karena menjadi penasihat yayasan. Terkait hal itu, pihak fakultas masih berkoordinasi dengan pimpinan universitas terkait dengan status kepegawaian yang bersangkutan. Dekan FIB Prof Setiadi membenarkan Dr Cahyaningrum Dewojati yang menjadi penasihat yayasan Little Aresha merupakan pengajar aktif fakultas. Namun, ia menegaskan FIB UGM secara kelembagaan tidak memiliki hubungan hukum, kerja sama, maupun keterlibatan operasional apa pun dengan Yayasan Daycare Little Aresha.",https://www.detik.com/jogja/berita/d-8477124/ortu-korban-siapkan-petisi-desak-ugm-sanksi-dosen-jadi-penasihat-little-aresha,relevan,Kota Yogyakarta,Lingkungan dan Sampah,negatif,-0.9734565615653992,negative,0.9734565615653992,"sanksi, little, aresha, daycare, petisi, dosen, penasihat",tinggi,Penguatan 6A DTW,Aksesibilitas,angkutan
